rowno,category,title,content,count,start,end
904,기타,방역지원금 추가신청할 수 있는 기회를 주세요에 관한 청원,"나라에서 소상공인들을 위해 신속하고 정확하게 지원금을 지원해주셔서 어려운 가운데 감사하게 생각합니다.
신청기간이 되면 문자로 연락이 오고 신청기간에 잊지 않게 추가로 문자로 신청기간과 방법등을  안내해주어 여러차례 간편하게 신청했으며
신청후 신속하게 입금되어 든든했습니다.
2차 방역지원금도 당연히 신청기간이 되면 문자로 안내 연락이 올거라 생각했는데 이번에는 연락이 한번도 없었으며 
주변 상인들에게 얘기 듣고 보니 이미 신청기간이 끝난 뒤였읍니다.
안내문자라는게 많은 분들께 연락하다보니 누락될수도 있고 늦게 알게 될수도 있는데 이번에는 신청기간도 짧은 데다 추가 신청 할 수 있는 기회도 주지 않으시네요. 
예전 지원금중에는 추가 신청을 받기도 하고 여러차례 안내도 해주셨는데 왜 이번은 적극적인 안내나 기회가 없습니까?

지원요건에 해당되지 않아 지원금을 못 받으신 분들도 혹시나 놓친 부분이 있을까 다시 한번 심사하고 받을수 있는 기회를 주는데
지원 요건이 되나 신청기간에 미처 신청 못한 분들에겐 기회조차 없습니까?
행정이란것이 개개인에 또는 모든 일에 맞출수 없다는걸 잘 압니다.
다만 기존 지원금때처럼 일관적이길 바라는 겁니다. 
기존에 이용해본 경험으로 이번에도 신청기간이 되면 연락이 올것이고 혹시 연락이 누락되거나 잊고 있었다해도 
추가신청기간이란게 있었으니 이번에도 당연히 그럴거라 생각하게 됩니다
1-2만원도 아니고 300만원이란 돈은 소상공인들에게 있어 몇달치 월세이기도 하고 생활비이기도 합니다.
어려운 소상공인을 위한 지원정책이고 지원금인 만큼 기존처럼 추가 기회를 주셔야 하지 않나요?
소상공인 방역지원 콜센터에 전화해도 별다는 대책없이 똑같은 말뿐이네요

이번에도 추가 신청 기간을 주어 미처 신청하지 못해 힘들고 낙담한 분들께 기회를 주시기 간곡히 바랍니다.
저희에겐 정말 크고 절실한 지원금입니다.

이의신청조차 신청자에 한해서만 받고 지원요건에 해당하는 업체는 추가신청의 기회도 이러한 내용의 이의도 받지 않은 소상공인방역지원에 대해 
다시 한번 고려해 평등히 기회를 주시길 부탁드립니다.
",371,2022-05-10,2022-06-10
905,보건의료,국민영양관리법 일부개정법률안 반대에 관한 청원,"영양사는 자격증이 아닙니다. 국가에서 고시를 보고 합격해야 자격을 얻을 수 있는 의사와 같은 보건계열 면허증입니다.
자격증이 아니라 보건계열 면허증인 이유는 우리 몸에 직접적으로 들어가는 음식을 다루기 때문입니다.
영양사들은 대학교를 졸업해서 영양사 면허를 따자마자 중간관리자로 들어가 내가 한 일이든 하지 않는 일이든 내 면허를 걸고 책임지고 일하고 있습니다. 현시대에 먹거리는 더욱 중요해졌고, 영양뿐만아니라 위생이 강조되고있습니다. 그만큼 책임도 더 막중해져만 가고있습니다.
현재 영양사들이 필드에서 다루고 있는 법만 해도 위생법, 단체급식법, 산업안전법, 중대재해처벌법, 노동법 등 다양합니다.
거기에 영양사들이 인력관리까지 해가며 수많은 책임의 업무를 합니다. 영양사의 업무는 기본 고유업무가 법으로 정해져있기까지합니다.
영양사의 업무를 방해하거나 영양사가 집단급식소의 위생관리를 위해 요청하는 사항에 대해 정당한 사유없이 따르지 않는 경우 과태료까지 책정되어있습니다. 그만한 업무를 위해서는 그만한 공부가 필요하기때문에 대학교에서 공부를 하고 국가에서 국가고시를 보는겁니다.
평생교육원에서 인강으로 이수한 사람에게 법에서 지켜줄 만큼 막중한 권한을 주실것입니까?
아무리 영양사 처우가 대우를 못받더라도, 자격증이 될정도로 중요하지 않는 공부를 하는것은 아닙니다.
그만한 공부가 필요하기때문에 대학을 졸업해야하는거고, 이는 의사도 마찬가지입니다. 
의사도 6년 씩이나 대학교에서 공부하고 졸업해서 국가고시보고 의사면허를 취득하는 이유는 그만한 공부가 필요해서일것입니다. 
영양사도 의사와 같은 우리 몸을 공부하는 보건계열 전문직입니다. 
평생교육원에서 그저 인강 조금 보는것으로 면허를 취득한다면 현시대에서 강조되고있는 법을 지켜가며 전문적으로 급식을 제공하기에는 터무니없습니다. 우리의 법이 잘 지켜지지 않는다면 직접적으로 음식을 먹는 우리 국민의 건강이 위협이 될것이고, 아마 이에 대한 책임자는 영양사, 공격당하는 것은 바로 영양사일것입니다. 영양사도 그만한 공부가 필요합니다.

단체급식 영양사는 식품영양학에서도 3D로 구분될정도로 업무와 책임만 강하고 처우는 안좋습니다. 개선되기는 커녕 오히려 악화만 됩니다.
하지만 단체급식에서 영양사는 꼭 필요한 존재이고, 그것은 법으로도 규정되어있습니다.
처우가 안좋아도 이는 영양사들의 자부심이고, 힘들어도 그 뿌듯함과 직업에 대한 자부심으로 이 급식을 지켜오고있었습니다.
하지만 이렇게 영양사가 공부 대충해도 되는 직업이 된다면 사회의 책임은 더 무거워지는 이때에 영양사 학력은 낮아져 더욱더 영양사 처우는 안좋아질 것이고, 영양사가 없어서 단체급식에 영양사를 채용하지 못하는 일이 비일비재 할 것입니다.
대학 졸업자만 응시자격이 주어지는 것은 차별이 아닙니다. 이것이 차별이라면 의사면허취득도 차별입니다.",371,2023-06-29,2023-07-29
906,기타,잔인무고한 판다외교 중단 요청에 관한 청원,"한국에서 태어나 많은 사랑을 받은 판다푸바오가 중국의 계약사항에 따라 중국으로 가게 되었습니다.
걱정한대로 학대정황이 나오고 있고, 중국의 대응은 거짓과 짜집기영상으로 신뢰를 잃었습니다.
동물복지 자체가 없는 중국에서 , 오로지 돈벌이에 이용되어 생명자체로의 습성은 고려되지않는 상황에 놓인 푸바오를 걱정하며, 다수의 팬들은 감정적으로 고통을 겪고 있습니다.
이러한 상황에서 최근, 대구시장께서 중국에 판다한쌍을 대여해달라고 요청하셨다는데, 
배려없는 오로지 인간의 이익만을 생각하는 판다외교는 지켜보는 사람에게도 희생당하는 동물에게도 못할짓이라고 생각합니다
더이상의  판다학대를 원하지 않습니다 잔인무고한 판다외교를 멈춰주세요 이에 청원합니다. ",371,2024-06-07,2024-07-07
907,문화/체육/관광/언론,강원도 춘천의 중도 유적과 관련된 문제에 대한 국회 차원의 철저한 진상규명 요구에 관한 청원,"1. 중도 유적의 문화재 원형보존점수가 91.77점(기준점수 76점)으로 매우 높았음에도 원형보존 하지 않고 개발을 한 것에 대해 진상규명을 요구합니다. 문화재 발굴과 관련된 ‘매장문화재법’ 제 5조에는 국가와 지방자치단체 등 개발사업을 계획·시행하고자 하는 자는 매장문화재가 훼손되지 아니하도록 하여야 하고, 개발사업시행자는 공사 중 매장문화재를 발견한 때에는 즉시 해당 공사를 중시하여야 한다고 명시되어 있습니다. 중도 유적의 경우, 1970년대부터 이미 이곳에 매장문화재가 있다는 사실을 알고 있었기 때문에 이곳을 개발하면 매장문화재가 훼손된다는 것은 알고 있었습니다. 하지만 레고랜드를 짓는다는 명분으로 개발을 진행했습니다. 또한, 문화재 원형보존점수가 높아 원형보존을 추진해야 하지만 현재도 공사가 진행되고 있습니다.
2. 발굴과정에서 발생한 문제와 사후관리가 적절하지 못했던 점을 조사해 주십시오. 발굴조사 비용을 약 2배 정도 축소했기 때문에 모든 부분에 대해 발굴조사 하는 것은 무리가 있었습니다. 게다가 발굴조사 후 사후관리 또한 부적절했습니다. 현재 중도에서 발굴조사 후 고인돌은 ‘잡석’으로 분류되어 자루째 보관이 되어 있어 이후 다른 장소에서 복원하기도 어려운 노릇입니다. 또한, 일부 기간동안 발굴조사를 중단하면서 발굴조사로 인해 노출된 유구 등에 대한 적정한 보호조치를 하지 않아 집터의 윤곽이 변형되는 등 유적지의 일부가 훼손됐습니다. 이 부분에 대해 문화체육관광부에서는 보호 대책 마련을 요구하였고, 문화재청 측에서는 해명자료를 제시했으나, 정확한 답변을 받질 못했습니다.
3. 레고랜드 시공과정에서 문제에 대해 철저한 조사가 필요합니다. 현재 중도는 환호가 있는 보존지역을 제외하고는 레고랜드가 들어설 수 있도록 승인이 나 있는 상태입니다. 시공사 측에서는 유적 훼손을 최소화하기 위해 약 2.5m의 흙을 덮고 특수시공을 활용하여 레고랜드를 지을 것이라고 하여 시공 허가를 받았습니다. 하지만 한림대 고고학연구소 심재연 교수는 “특수시공과 일반시공 모두 유적에 하중이 가해지고, 유적에 피해가 가지 않게 하기 위해서는 공중부양을 하는 방법밖에 없다.”라고 언급했습니다. 또한, 기사에 따르면 레고랜드 개발을 위해 실시된 발굴보고서상에 유구 배치도를 근거로 현재 레고랜드 수로가 유적지 위에 건설되고 있음을 입증했습니다. 이 사실을 알리고 항의했으나 담당자로부터 “유적지 훼손이 없다”라는 답변을 받았습니다. 수로가 건설되는 수로부지는 ‘H 구역 및 순환도로부지구역’으로 고밀도로 유물과 유적이 분포합니다. 더하여 유구 노출선 상부에 1m 보호층을 준수하는 것이 개발사업의 대전제였으나, 2017년 흙덮기지침을 위반하고 고운 모래 대신 잡석을 메워 유적지를 훼손한 것이 발각되어 공사가 중단된 바가 있습니다.
독일의 룻츠 피들러 고고학 교수는 중도의 유적에 대해 “유적 하나만이 가치 있는 것이 아닌, 그곳에서 발굴된 하나하나의 구조와 체계가 모두 고도의 문화를 반영하고 있다. 이것들은 어떤 일이 있어도 훼손되어서는 안 된다.”라고 평가했습니다. 하지만 이런 유적지에 위에서 제시한 여러 문제가 발생하고 있습니다. 국회 차원에서 중도 유적에 대해 철저한 진상조사를 하고 세계적으로 고고학 가치를 인정받은 중도 유적을 보존할 수 있도록 힘써주십시오.",370,2020-07-24,2020-08-23
908,수사/법무/사법제도,음주운전 처벌법 강화 및 최고형 개정에 관한 청원,"■ 재범률 상승 대응:음주운전 범죄에 대한 법적 제재 수준이 부족하여, 재범률 상승에 대한 강력한 대응이 필요합니다.

■ 생명 위협 행위로 인식: 술에 취한 상태의 음주운전을 살인과 동등한 생명을 위협하는 행위로 고려하고, 적절한 처벌을 요구합니다.

■ 심신 미약 상태 고려한 형량 및 인식 강화: 음주운전을 심신 미약 상태로 타인을 위협하는 행위로 고려하고, 법적 형량과 사회적 인식을 강화합니다.

■ 재범자 비율 상승과 안일한 태도 대응: 음주운전자의 재범자 비율 상승과 안일한 태도에 대응하여 처벌 수위를 높여 사상자 증가 가능성을 낮춰야 합니다.

■ 음주운전 범죄 감소와 생명 보호: 생명을 위협하는 음주운전에 대한 범죄 감소와 생명 보호를 위해 처벌을 강화하는 것이 필요합니다.

■ 형량 강화로 예방과 경각심 증가: 음주운전에 대한 형량 강화를 통해 예방과 경각심 증가를 도모하여 사회적 안전을 확보할 수 있습니다.

■ 최고형 개정 및 면허취소 강제화: 무기징역 3~40년 및 살인죄로 인한 사형집행 실시, 그리고 영구 면허취소를 강제로 진행하여 재범을 예방하도록 요청합니다.

■ 금전적 제재 강화:경제적인 부담은 범죄 예방에 효과적일 수 있습니다. 벌금 및 손해배상금을 강화하여 범죄자들이 법적 제재에 직면할 때 심각한 경제적 부담을 느끼게 함으로써 재범 가능성을 낮출 수 있습니다.

■ 전자감시기 도입:전자감시기를 도입하여 음주운전 사고가 잦은 운전자에 대한 실시간 모니터링을 진행함으로써 사고의 예방과 범죄자의 통제를 가능케 할 수 있습니다.

■ 교통법규 강화 및 단속 강화:교통법규의 강화와 함께 단속을 강화함으로써 음주운전에 대한 처벌의 강도를 높일 수 있습니다.

■ 대중교통 활성화:대중교통 시스템을 활성화하여 개인 차량 이용을 최소화하고, 안전한 대중교통을 활용하도록 유도함으로써 음주운전 기회를 줄일 수 있습니다
",369,2024-02-16,2024-03-17
909,국토/해양/교통,운전자 오조작에의한 급발진 사고 방지장치 의무장착 입법에 관한 청원,"국토교통 관련 입법 관계자 여러분께
 
어제(2023년 5월 18일) 음성에서 또 꽃다운 여학생 둘이 회생 되었습니다.
이 안타까운 죽음이 언제까지 계속 될른지요?
 
안녕하세요? 
저는 평촌에 있는 국토교통과학기술진흥원에 인큐베이팅 중인 예비창업자 신현달이라 합니다.

“운전자 오조작에 의한 급발진까지 막아주는 K-pedal”의 사업화하고 있습니다. 제 아이템은 운전자의 오조작 즉 브레이크를 밟는다 했지만 실제로는 엑셀을 밟아 생기는 급발진까지 막아주는 페달시스템입니다.  뿐만 아니라 차량의 결함에 의한 즉 차량의 하드웨어적인 결함이나 전장장치들의 소프트웨어적 결함에 의한 급발진은 기본적으로 막아줍니다. 결론적으로 모든 류의 급발진에 의한 사고를 막아줍니다. 

이러한 희생을 하나라도 줄여야 겠다는 생각에 더 빨리 사업화를 진행해야겠다는 생각이 들어 이렇게 글을 올리게 되었습니다.

글을 올리는 이유는 노령운전자, 여성운전자, 초보운전자들의 희생이 계속 일어나고 있는 “운전자의 오조작에 의한 사고 방지 장치”의 의무창착을 법제화 해주시길 청원드리기 위함입니다.

해결책이 없으면 모르되 해결책이 있음에도 이를 방치하여 막을 수 있는 인명의 손실이 생긴다면 이는 중대한 도덕적, 법적 해이라 생각합니다.
의무장착이 법제화되면, 귀중한 생명을 살리는 좋은 입법사례가 될 것이며, 더불어 외화를 벌어 들여 국부를 증진시키고, 고용을 창출하고, 나아가 요즘 전기차시대의 도래로 풀이 죽어 있는 자동차부품업계에 신선한 바람을 불어줄 것입니다.       

빨리 입법화 되어 급발진으로 인한 희생을 막아주길 기원드리며......",369,2023-05-26,2023-06-25
910,소비자/공정거래,자동차보험 교통사고 대인보상 관련 부당 과잉 진료에 대한 등급 적용검토 및 재발방지대책 강구에 관한 청원,"사고 개요
2022. 9. 25.(일) OO OOOO OOO OOO에서 선행차량(피해차) 적색신호 변경과 동시에 급정지, 본인차량도 급제동 하면서 피해차량과 살짝 (5Km미만) 마찰한 사고 입니다~
피해 운전자도 아들 뻘 되는 젋은이로써 문제없이 정상적으로 사고 처리에 임하였고, 현장에서는 보험사직원 입회하에 일상적으로 사고 처리후, 모두 자리를 떴습니다~

몇일이 지나 보험사에서 전화가 왔습니다.피해자가 병원진료를 받아야 겠으니 동의 해달라고 해서..
(그 경미한 사고로~!! 전혀 문제 없던 사람이?? )
그래! 경미한 사고니까 가겹게 진료 받겠지! 하고 동의 해주었습니다..

사고후, 한달이 지나 피해차량 대물수리 비용 50만원에 정리 되었다는 보험사 직원 전화를 받고, 휴~가볍게 잘 끝났구나 생각 했습니다.

그러나 두달 정도가 지난(22.12. 1)보험사 담당직원이 바뀌었다 하면서 연락이 왔습니다. 피해차량 운전자와 쉽게 사고 처리가 잘 안된다.
전화 연락도 10회 시도중 1~2회만 통화 했다고, 골머리 썩고 있는 듯 했어요~

그리고 이 피해자가 한방병원을 40회 진료 받았고, 합의금으로 400~500만원을 요구한다고 하길래 너무나 황당하고 화가 나지만, 보험사 직원이 잘 협의해서 최소 금액으로 합의를 이끌겠다고 하길래 참았습니다..
답답해서 지인인 경찰에게 전화해서 전, 후를 설명했더니, 대인사고는 보험사나 경찰도 수사권도 없이 어떻게 할 수가 없다 라는 말을 듣고, 그 사고 같지 않은 경미한 사고로 내가 앉아서 당해야 하는가?
너무 답답했습니다..

최종적으로 한방병원 진료를 40회, 최종 합의금은 299만으로 종결 되었다고 보상종결 안내문자 받았습니다~

제가 국민 동의 청원에 글을 올리게 된 가장 큰 이유는 보험할증료 때문이 아닙니다~ 
순탄한 해결을 위해 있는 존재하는 해당 관계기관(보험사,병원,경찰) 모두 형식적인 행정으로 일관하고.. 
자기들의 이익과 안정에만 신경쓰는 듯한 느낌 입니다.

>시정 되어야 하는 문제점
*(보험사)는 최단기간 사고완결에 중점을 둔 행정처리. 그러나 이 사고건은 5개월 동안 지연된 끝에 어렵게 완결 되었습니다 (가해자에게 할증전가)
보험사 자체 환자 과잉진료에 대한 견제 및 규제 등급이 없으므로, 규정화(등급화)적용을 강력하게 요청드립니다~

*(병원) 모든 병원이 다 그런 것은 아니지만, 대인사고는 보험사 경찰도 이렇다 저렇다 얘기 할 수 없다고 합니다.. 
그런 단점을 이용하여 병원에서 교통사고 환자들은 왠만 하면 진료와 치료 다 해주지요~
머리가 아프다, 가슴이 울렁거린다~등
그렇지만 40회가 말이나 됩니까?

운전을 하다 보면 피해자가 될 수도 있고, 반대로 가해자가 될 수 있는것 입니다~ 기본적인 상식선에서 처리를 해야지요~
이 사고 완결까지 5개월동안 보험사 담당직원도 애로를 많이 격은 것으로 알고 있습니다~ (피해 없기를 바랍니다)

나이 어린 젋은이가 한탕주의로 무엇을 배우고, 어떻게 이 나라를 이끌고 가겠습니까~?
재 조사 요청 드리며, 이 사고로 마음의 병을 앓게 된것도 저 입니다.. 
향후 재발방지 차원에서 대인보상 병원진료도 등급화(문서화)하여 무분별한 부당진료를 막아주세요...
",368,2023-03-10,2023-04-09
911,문화/체육/관광/언론,가수 아○○ 음악 표절 논란 반대 주장에 관한 청원,"최근 음악 표절에 대한 대중들의 관심도가 증가 하고 있으며 이에 따라 관련 유○○ 영상과 채널 등도 점점 늘어나고 있는 추세 입니다. 하지만 대중들의 경우 표절의 정의 등이 복잡하고 어려워 단순히 멜로디 한소절만 비슷해도 표절로 인식하고 있고 이를 반박하는데는 여러 증거가 필요하고 결과적으로 유튜버가 이 문제를 제기하면 표절 정의를 모르는 네티즌 등은 그대로 믿게되고 이는 표절이 아닌 정상적인 노래를 만든 아티스트에 피해가 가게되어 결국 모두에게 좋지 않은 결과를 초래할 수 있어 표절은 신중히 판단해야 하는 문제 이며 이에 무분별한 추측및 문제제기를 막고자 반대 청원을 올리게 되었습니다.

1.표절은 단순 멜로디음이 유사하거나 코드가 같다고 해서 판단할 수 없을 것 입니다. 코드가 같거나 멜로디가 비슷하다고 표절이라고 한다면 지금까지 발매 된 대부분의 곡들이 표절이 되는 것이고 샘플링을 활용 해 음원을 발매한 것도 표절 범주의 속하게 될 수 있어서 굉장히 신중하게 판단해야 될 문제라고 생각이 됩니다.

표절은 멜로디 에서도 개별적인 음표의 유사성 보다는 음표가 어떻게 결합되어 연속이 되어 있는지가 중요하다는 한국저작권위원회에 설명이 있습니다. 또한 표절은 종합적으로 여러가지가 고려되어 판단해야(화음,리듬,음악의 형식) 최종 판단을 할 수 있는 문제 입니다.

또한 비슷한 리듬의 여러 곡을 가져와서 짜깁기를 하여 영상을 올릴 수도 있는 등의 가능성도 배제할 수는 없을 것 입니다.

예를 들어 보자면 아○○의 노래 에○과 다른 외국 가수의 노래인 Atomica Music I'm Not Giving Up 그리고 볼○○○○○ 노래인 여○ 등도 비슷한 멜로디를 노래에 사용 했으며  여행이나 모험,탐험 분위기 노래에 두루 사용하는 멜로디이며 대중적이고 범용적이라고 할 수 있습니다. 따라서 표절이라고 볼 수는 없는 것 입니다

2.표절 논란은 위에 서술 했듯이 음이나 반주 등이 비슷하다고 해서 공론화 등 작업을 한다면 나중에 표절이 아니라고 결론이 난 아티스트는 어떻게 할 것이며 그 기간동안 받은 피해(이미지 실추) 등등은 어떻게 해야하는 것인지 입법이 된다면 이런 점을 고려해서 보완입법을 해야 한다는 생각 입니다.

3. 무분별한 논란을 만드는 일명 사이버렉카 등에 대한 처벌 법안도 입법이 반드시 필요하다고 생각이 됩니다. 단순히 음,코드,반주 등이 비슷하다고 문제를 제기하면 이 논란에서 더 확장되어 있습니다.

예를들어 유○○ 영상 조회수 감소 등을 이유로 소속사가 개입이 되었다고 하거나 여론 조작을 한다고 하는 등 근거없는 루머를 퍼뜨리고 있으며 심지어 한 댓글은 해명을 안하는 이유와 기사가 안나는 이유를 돈으로 막고 있다. 유착이 되어 있다 등 사실 확인이 되지않은 루머를 퍼뜨려서 해당 아티스트를 흠집내기 하고 있습니다.이런 행동은 탈○○○○ 루○○○ 같은 악성 연예계 루머를 유포하고 이에 댓글로 동조하는 것은 사이버 명예훼손,모욕 등이 될 수도 있을 것 입니다.

따라서 음악의 표절은 전문가와 저작권 관련자 또한 관련기관이 신중하게 판단해야 하는 사안이며 일반인의 유튜브 영상으로는 판단할 수가 없다는 생각 입니다.이에 사이버 모욕과 명예훼손에 대해서는 그 심각성을 고려해서 처벌 강화와 무분별한 억측을 하고 아티스트를 모욕하고 명예훼손적 영상을 올린 자와 동조한자도 처벌하는 입법을 제안합니다.",365,2023-01-20,2023-02-19
912,재정/세제/금융/예산,○○증권의 불법 공매도 철저 조사와 1700만 개인투자자 피해 방지에 관한 청원,"최근 불법공매도와 가짜 찌라시로 인해서 대량의 물량출회가 이뤄지고 있음에도 불구하고 아무런 금융당국의 제재가 이뤄지지않아서
1700만 개인투자자들이 고스란히 피해를 입고 있습니다

반드시 철저한 수사와 처벌로 엄중히 책임을 물어주십시요

대한민국 1700만 개인투자자들이 주식시장을 믿고 투자할수 있는 환경을 만들어 주시기 바랍니다 !!",362,2024-04-09,2024-05-09
913,농업/임업/수산업/축산업,길고양이 생활권 개선에 관한 청원,"서울시 강남구에 살고 있는 시민입니다. 집에서 가까운 신사동과 압구정동, 근무지인 성동구 성수동 일대에 길고양이가 많이 다닙니다. 골목 안에도 교통량이 늘 많아 차량에 로드킬을 당하기도 하고 식량과 물이 부족하여 힘들게 살아가는 길냥이들이 보입니다. 코로나 종식이 우선인 상황에서 언젠가부터 TNR 중성화 사업도 하지 않는지 아기를 낳은 고양이도 많아서 아주 어린 새끼 고양이들도 많습니다. 집에서 반려동물로 고양이를 여러마리 키우고 있는데, 고양이는 개와 마찬가지로 사람을 매우 따르며 반려동물로 관리가 많이 필요합니다. 도시에 사는 길고양이들은 늘 차 사고 위험에 노출되어 있고, 식량이 부족합니다. 현재 제가 거주하고 있는 강남구에는 길고양이 급식소 등의 설치가 제도적으로 이행되지 않고 있는데, 길에 다니는 고양이들을 방치하기보다는 국가 차원의 제도로 안전한 TNR(중성화)와 수술 후 관리, 입양 절차를 관리할 수 있는 유기견, 유기묘, 길고양이 센터 또는 부서가 자체 운영되었으면 하는 건의를 드립니다. 여러 민간 동물보호 단체들과 협업하여 업무를 진행한다면 빠르게 제도화할 수 있을 것으로 생각됩니다. 모든 길고양이를 외부가 아닌 실내 센터 등에서 생활할 수 있도록 관리하여 길에는 돌아다니지 않게 할 수 있다면 최선이겠지만, 당장 시행이 어렵다면, 구청별로 길고양이 급식소 설치와 주민 자원봉사 등의 활동이 가능하도록 적극적인 검토 부탁드립니다. (이미 몇 군데 구청에서는 시행되고 있는 것으로 알고 있습니다) 길고양이의 생활권 개선을 위해 시민들이 직접 후원하고 봉사할 수 있는 제도가 생기면 저 또한 누구보다 앞장서서 참여하고 싶습니다. ",360,2022-06-15,2022-07-15
914,국토/해양/교통,공인중개사 시험 난이도 조절 실패에 따른 재시험 요청에 관한 청원,"안녕하세요.  저는 33회 공인중개사 시험을 치뤘던 수험생입니다.

공인중개사 시험은 최근 응시자가  27만명이 넘어가면서, 
'중년의 고시' 를  넘어서 이제는 국민 자격증이라 할 만큼  많은 분들이 준비를 하고 계십니다.

누군가에게는 은퇴 후 노후 대비로 하나쯤 갖고 있자는 취지의 가벼운 자격증일 수 있지만,
누군가에게는 생계에 직접적으로 영향을 끼칠만큼 적지 않는 영향력이 있는 의미가 많은 자격증이기도 합니다.

제가 공부를 하고 있어서 그런지 당장 제 주위만 둘러봐도 직장생활을 그만두고, 
공인중개사 자격증을 따기 위해 필사적으로 하시는 분들이 많이 계십니다.

그런데 이게 사회 통념상 어렵지 않다고 생각하는 분들이 많으시지만,
실제로는  이 공인중개사 자격증을 따기 위해 2수? 3수?  하물며 5수까지도 하시는 분들이 계십니다.

공인중개사 시험은 국가 공인 자격시험으로 
어떤 가점을 받기 위해  자격증을 획득하는 그런 간접적인 수단이 아닌,  생계에 직접적으로 영향을 주는 자격 시험입니다.  
그만큼 문제의 구성, 난이도 조절이 아주 중요합니다.

단도직입적으로 말씀드리면,  
이번 시험에 33회 공법 문제는 난이도 조절 실패한 대표적인 예라고 판단됩니다.

기출이든, 모의고사든  평균 점수라는 게 있습니다.
3년을 필사적으로 공부한 사람,  1년을 공부한 사람,  그리고 3개월을 공부한 사람은 엄연하게 성적의 차이가 있어야 합니다.

이번 33회 공인중개사 '공법' 시험은 그 통념과 경험과 평균을 무자비하게 깨트렸습니다.

정말 공부를 열심히 하신 분이나,  공부를 열심히 하지 않는 분이나 점수에 대한 변별력이 전혀 없습니다.
국가 고시가 그날 컨디션에 따라?  잘 찍은 사람에 따라?  점수 변별력이 있어서야 되겠습니까?
아무리 어렵다손 치더라도, 해당 문제의 난이도는 적당히 수긍이 갈만큼 해야 합니다.

저만의 소리일까요?  많은 사람들이 의아해하고 있습니다.

제 주변에 새벽 5시부터 밤 10시까지 열심히 하시는 분들도  
공법 평균 점수에  -30점이니, 그냥 수년간 했던 모든 노력들이 물거품으로 돌아간 느낌입니다.
과연 그분들 뿐일까요?

이건 무슨 사법고시 준비하는 것도 아닌데, 해도해도 정말 너무하다는 생각밖에 안드네요.

하물며 대형 학원의 강사들조차도 시험 난이도에 따른 문제가 많다는 얘기가 돌고 있습니다.
오죽하면 출제 위원의 신상. 그리고  그들이 직접 풀어보라는 말까지 나오고 있습니다.

한달 뒤면 이번 공인중개사 시험의 합격률, 그리고 세세하게 보면 공법 과목의 과락율을 보시고
문제가 있다는 것을 확인할 수 있을 겁니다.

사회적으로 공인중개사에 대한 인식이 따뜻하지만은 않지만,
그래도 공인중개사라는 직업이 점차 개선되고 나아지기 위해서는 작은 부분 하나부터 개선되었으면 하네요.

무엇보다 정부 정책과 국토부와 직접적으로 연계가 되고 있는 직업군인만큼
이로 인해 피해자가 없도록 철저하게 조사하여   피해를 입은 많은 분들에게 다시 한번 기회를 주셨으면 합니다.

감사합니다.",360,2022-11-03,2022-12-03
